CodeRNCP;EtatFiche;Rome;libelle;;
RNCP1428;;D1212;Vente en décoration et équipement du foyer;;
RNCP1448;;D1405;Conseil en information médicale;;
RNCP4838;;M1805;Études et développement informatique;;
RNCP1364;;M1707;Stratégie commerciale;;
RNCP1364;;N1202;Gestion des opérations de circulation internationale des marchandises;;
RNCP1656;;D1402;Relation commerciale grands comptes et entreprises;;
RNCP2456;;G1604;Fabrication de crêpes ou pizzas;;
RNCP1310;;M1703;Management et gestion de produit;;
RNCP1310;;M1701;Administration des ventes;;
RNCP1309;;M1101;Achats;;
RNCP1309;;M1707;Stratégie commerciale;;
RNCP1309;;D1406;Management en force de vente;;
RNCP4487;;I1401;Maintenance informatique et bureautique;;
RNCP1713;;F1106;Ingénierie et études du BTP;;
RNCP1778;;H1204;Design industriel;;
RNCP1778;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP1321;;M1707;Stratégie commerciale;;
RNCP1321;;M1705;Marketing;;
RNCP4529;;M1707;Stratégie commerciale;;
RNCP4530;;M1302;Direction de petite ou moyenne entreprise;;
RNCP5305;;M1302;Direction de petite ou moyenne entreprise;;
RNCP5305;;M1403;Études et prospectives socio-économiques;;
RNCP5305;;M1205;Direction administrative et financière;;
RNCP5305;;M1707;Stratégie commerciale;;
RNCP5305;;D1406;Management en force de vente;;
RNCP1308;;D1208;Soins esthétiques et corporels;;
RNCP4405;;D1208;Soins esthétiques et corporels;;
RNCP1307;;D1208;Soins esthétiques et corporels;;
RNCP5413;;M1503;Management des ressources humaines;;
RNCP4404;;A1203;Aménagement et entretien des espaces verts;;
RNCP1568;;M1809;Information météorologique;;
RNCP1570;;I1305;Installation et maintenance électronique;;
RNCP4959;;E1108;Traduction, interprétariat;;
RNCP4959;;E1103;Communication;;
RNCP1716;;K1403;Management de structure de santé, sociale ou pénitentiaire;;
RNCP1716;;K2102;Coordination pédagogique;;
RNCP1716;;K2101;Conseil en formation;;
RNCP2860;;K1401;Conception et pilotage de la politique des pouvoirs publics;;
RNCP2860;;K1404;Mise en oeuvre et pilotage de la politique des pouvoirs publics;;
RNCP2860;;K1405;Représentation de l''Etat sur le territoire national ou international;;
RNCP4034;;G1303;Vente de voyages;;
RNCP4034;;G1301;Conception de produits touristiques;;
RNCP5448;;M1707;Stratégie commerciale;;
RNCP5448;;M1705;Marketing;;
RNCP5448;;M1403;Études et prospectives socio-économiques;;
RNCP5453;;F1102;Conception - aménagement d''espaces intérieurs;;
RNCP5453;;B1805;Stylisme;;
RNCP1599;;M1102;Direction des achats;;
RNCP1599;;M1101;Achats;;
RNCP1323;;M1205;Direction administrative et financière;;
RNCP1323;;M1207;Trésorerie et financement;;
RNCP4068;;E1103;Communication;;
RNCP4488;;M1204;Contrôle de gestion;;
RNCP4488;;M1705;Marketing;;
RNCP4488;;M1205;Direction administrative et financière;;
RNCP4488;;M1707;Stratégie commerciale;;
RNCP4488;;D1406;Management en force de vente;;
RNCP382;;D1503;Management/gestion de rayon produits non alimentaires;;
RNCP382;;D1501;Animation de vente;;
RNCP2700;;K1302;Assistance auprès d''adultes;;
RNCP2700;;K1303;Assistance auprès d''enfants;;
RNCP4489;;M1707;Stratégie commerciale;;
RNCP4489;;D1406;Management en force de vente;;
RNCP4489;;M1705;Marketing;;
RNCP4489;;M1701;Administration des ventes;;
RNCP4489;;H1102;Management et ingénierie d''affaires;;
RNCP1373;;I1307;Installation et maintenance télécoms et courants faibles;;
RNCP1591;;I1401;Maintenance informatique et bureautique;;
RNCP1591;;M1803;Direction des systèmes d''information;;
RNCP4300;;I1401;Maintenance informatique et bureautique;;
RNCP1590;;M1802;Expertise et support en systèmes d''information;;
RNCP343;;D1407;Relation technico-commerciale;;
RNCP343;;H1102;Management et ingénierie d''affaires;;
RNCP4067;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP4067;;H2502;Management et ingénierie de production;;
RNCP4067;;I1102;Management et ingénierie de maintenance industrielle;;
RNCP4067;;H1402;Management et ingénierie méthodes et industrialisation;;
RNCP4229;;H1506;Intervention technique qualité en mécanique et travail des métaux;;
RNCP2695;;N2202;Contrôle de la navigation aérienne;;
RNCP4741;;M1102;Direction des achats;;
RNCP4741;;M1101;Achats;;
RNCP1196;;K1601;Gestion de l''information et de la documentation;;
RNCP1410;;D1211;Vente en articles de sport et loisirs;;
RNCP1410;;D1503;Management/gestion de rayon produits non alimentaires;;
RNCP4450;;L1304;Réalisation cinématographique et audiovisuelle;;
RNCP4450;;L1103;Présentation de spectacles ou d''émissions;;
RNCP4450;;L1302;Production et administration spectacle, cinéma et audiovisuel;;
RNCP2243;;M1101;Achats;;
RNCP2243;;N1301;Conception et organisation de la chaîne logistique;;
RNCP256;;H2504;Encadrement d''équipe en industrie de transformation;;
RNCP256;;H1210;Intervention technique en études, recherche et développement;;
RNCP256;;H1503;Intervention technique en laboratoire d''analyse industrielle;;
RNCP256;;H1404;Intervention technique en méthodes et industrialisation;;
RNCP4670;;F1104;Dessin BTP et paysage;;
RNCP1405;;B1805;Stylisme;;
RNCP1405;;H1205;Études - modèles en industrie des matériaux souples;;
RNCP4303;;B1805;Stylisme;;
RNCP4303;;L1502;Costume et habillage spectacle;;
RNCP4303;;H1205;Études - modèles en industrie des matériaux souples;;
RNCP4406;;K1706;Sécurité publique;;
RNCP4511;;K1704;Management de la sécurité publique;;
RNCP4694;;F1201;Conduite de travaux du BTP et de travaux paysagers;;
RNCP4694;;F1202;Direction de chantier du BTP;;
RNCP4694;;M1302;Direction de petite ou moyenne entreprise;;
RNCP1732;;G1301;Conception de produits touristiques;;
RNCP1732;;G1102;Promotion du tourisme local;;
RNCP2163;;B1101;Création en arts plastiques;;
RNCP1202;;F1102;Conception - aménagement d''espaces intérieurs;;
RNCP4522;;F1102;Conception - aménagement d''espaces intérieurs;;
RNCP1352;;L1508;Prise de son et sonorisation;;
RNCP1352;;L1504;Éclairage spectacle;;
RNCP4538;;I1401;Maintenance informatique et bureautique;;
RNCP4538;;M1803;Direction des systèmes d''information;;
RNCP1626;;F1703;Maçonnerie;;
RNCP1274;;D1406;Management en force de vente;;
RNCP1274;;M1707;Stratégie commerciale;;
RNCP1274;;M1705;Marketing;;
RNCP1274;;M1701;Administration des ventes;;
RNCP1687;;M1803;Direction des systèmes d''information;;
RNCP4531;;C1103;Courtage en assurances;;
RNCP266;;F1703;Maçonnerie;;
RNCP266;;F1607;Pose de fermetures menuisées;;
RNCP266;;F1503;Réalisation - installation d''ossatures bois;;
RNCP266;;F1612;Taille et décoration de pierres;;
RNCP456;;K1403;Management de structure de santé, sociale ou pénitentiaire;;
RNCP456;;M1205;Direction administrative et financière;;
RNCP1686;;M1701;Administration des ventes;;
RNCP4532;;D1406;Management en force de vente;;
RNCP4532;;M1705;Marketing;;
RNCP4532;;M1101;Achats;;
RNCP4532;;D1509;Management de département en grande distribution;;
RNCP1639;;M1302;Direction de petite ou moyenne entreprise;;
RNCP258;;H2412;Patronnage - gradation;;
RNCP258;;B1803;Réalisation de vêtements sur mesure ou en petite série;;
RNCP258;;H1205;Études - modèles en industrie des matériaux souples;;
RNCP1546;;F1108;Métré de la construction;;
RNCP1546;;F1106;Ingénierie et études du BTP;;
RNCP1546;;F1201;Conduite de travaux du BTP et de travaux paysagers;;
RNCP4304;;H2502;Management et ingénierie de production;;
RNCP4304;;F1106;Ingénierie et études du BTP;;
RNCP4304;;F1202;Direction de chantier du BTP;;
RNCP4512;;E1103;Communication;;
RNCP5740;;K1704;Management de la sécurité publique;;
RNCP414;;E1103;Communication;;
RNCP5261;;L1302;Production et administration spectacle, cinéma et audiovisuel;;
RNCP5261;;L1304;Réalisation cinématographique et audiovisuelle;;
RNCP4305;;H1302;Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels;;
RNCP4305;;H1502;Management et ingénierie qualité industrielle;;
RNCP1432;;F1102;Conception - aménagement d''espaces intérieurs;;
RNCP5403;;G1204;Éducation en activités sportives;;
RNCP5405;;G1204;Éducation en activités sportives;;
RNCP5404;;G1204;Éducation en activités sportives;;
RNCP1392;;F1202;Direction de chantier du BTP;;
RNCP262;;H2301;Conduite d''équipement de production chimique ou pharmaceutique;;
RNCP262;;H1404;Intervention technique en méthodes et industrialisation;;
RNCP262;;H1503;Intervention technique en laboratoire d''analyse industrielle;;
RNCP262;;H1210;Intervention technique en études, recherche et développement;;
RNCP4678;;H1402;Management et ingénierie méthodes et industrialisation;;
RNCP4678;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP4678;;H2502;Management et ingénierie de production;;
RNCP4678;;H1502;Management et ingénierie qualité industrielle;;
RNCP4678;;D1407;Relation technico-commerciale;;
RNCP4019;;K1601;Gestion de l''information et de la documentation;;
RNCP4309;;M1503;Management des ressources humaines;;
RNCP4309;;M1502;Développement des ressources humaines;;
RNCP4309;;M1402;Conseil en organisation et management d''entreprise;;
RNCP4309;;K1903;Défense et conseil juridique;;
RNCP4309;;K1801;Conseil en emploi et insertion socioprofessionnelle;;
RNCP1361;;D1407;Relation technico-commerciale;;
RNCP1361;;H1102;Management et ingénierie d''affaires;;
RNCP1361;;M1707;Stratégie commerciale;;
RNCP1361;;D1406;Management en force de vente;;
RNCP1651;;M1605;Assistanat technique et administratif;;
RNCP4306;;M1604;Assistanat de direction;;
RNCP5240;;K1601;Gestion de l''information et de la documentation;;
RNCP5240;;D1201;Achat vente d''objets d''art, anciens ou d''occasion;;
RNCP5240;;E1103;Communication;;
RNCP2157;;B1101;Création en arts plastiques;;
RNCP5586;;M1707;Stratégie commerciale;;
RNCP5586;;D1406;Management en force de vente;;
RNCP5586;;M1705;Marketing;;
RNCP5586;;M1302;Direction de petite ou moyenne entreprise;;
RNCP4679;;H3404;Peinture industrielle;;
RNCP1693;;L1101;Animation musicale et scénique;;
RNCP269;;K1706;Sécurité publique;;
RNCP4808;;E1205;Réalisation de contenus multimédias;;
RNCP4808;;E1308;Intervention technique en industrie graphique;;
RNCP4808;;E1105;Coordination d''édition;;
RNCP1610;;I1401;Maintenance informatique et bureautique;;
RNCP4037;;M1805;Études et développement informatique;;
RNCP4037;;I1401;Maintenance informatique et bureautique;;
RNCP1526;;M1804;Études et développement de réseaux de télécoms;;
RNCP1526;;M1805;Études et développement informatique;;
RNCP1526;;M1802;Expertise et support en systèmes d''information;;
RNCP4070;;I1401;Maintenance informatique et bureautique;;
RNCP4070;;M1803;Direction des systèmes d''information;;
RNCP1646;;E1205;Réalisation de contenus multimédias;;
RNCP5724;;K2503;Sécurité et surveillance privées;;
RNCP4026;;L1203;Art dramatique;;
RNCP1381;;G1703;Réception en hôtellerie;;
RNCP1381;;G1303;Vente de voyages;;
RNCP1381;;N4302;Contrôle des transports en commun;;
RNCP1381;;N2201;Personnel d''escale aéroportuaire;;
RNCP4738;;L1302;Production et administration spectacle, cinéma et audiovisuel;;
RNCP4915;;K1207;Intervention socioéducative;;
RNCP1483;;M1805;Études et développement informatique;;
RNCP5239;;H2502;Management et ingénierie de production;;
RNCP5239;;I1102;Management et ingénierie de maintenance industrielle;;
RNCP5239;;H1102;Management et ingénierie d''affaires;;
RNCP5239;;M1402;Conseil en organisation et management d''entreprise;;
RNCP5239;;M1302;Direction de petite ou moyenne entreprise;;
RNCP4960;;N1303;Intervention technique d''exploitation logistique;;
RNCP4960;;H1404;Intervention technique en méthodes et industrialisation;;
RNCP4960;;N1103;Magasinage et préparation de commandes;;
RNCP4960;;H2502;Management et ingénierie de production;;
RNCP1463;;M1803;Direction des systèmes d''information;;
RNCP1463;;M1802;Expertise et support en systèmes d''information;;
RNCP1495;;M1803;Direction des systèmes d''information;;
RNCP4841;;I1401;Maintenance informatique et bureautique;;
RNCP5263;;M1805;Études et développement informatique;;
RNCP4840;;I1401;Maintenance informatique et bureautique;;
RNCP4023;;H1502;Management et ingénierie qualité industrielle;;
RNCP5214;;M1805;Études et développement informatique;;
RNCP5214;;E1205;Réalisation de contenus multimédias;;
RNCP1311;;B1101;Création en arts plastiques;;
RNCP409;;H1503;Intervention technique en laboratoire d''analyse industrielle;;
RNCP409;;H1506;Intervention technique qualité en mécanique et travail des métaux;;
RNCP4656;;N1201;Affrètement transport;;
RNCP2709;;C1504;Transaction immobilière;;
RNCP2709;;C1501;Gérance immobilière;;
RNCP5216;;B1302;Décoration d''objets d''art et artisanaux;;
RNCP5216;;B1101;Création en arts plastiques;;
RNCP4737;;E1205;Réalisation de contenus multimédias;;
RNCP1399;;D1208;Soins esthétiques et corporels;;
RNCP1399;;D1203;Hydrothérapie;;
RNCP4491;;H1502;Management et ingénierie qualité industrielle;;
RNCP4491;;H1302;Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels;;
RNCP4491;;M1402;Conseil en organisation et management d''entreprise;;
RNCP1215;;M1707;Stratégie commerciale;;
RNCP1215;;D1406;Management en force de vente;;
RNCP1215;;M1701;Administration des ventes;;
RNCP4881;;N1303;Intervention technique d''exploitation logistique;;
RNCP4881;;H1102;Management et ingénierie d''affaires;;
RNCP4881;;M1707;Stratégie commerciale;;
RNCP4881;;D1406;Management en force de vente;;
RNCP4881;;M1701;Administration des ventes;;
RNCP4735;;M1707;Stratégie commerciale;;
RNCP4735;;M1205;Direction administrative et financière;;
RNCP4735;;M1203;Comptabilité;;
RNCP1208;;N1303;Intervention technique d''exploitation logistique;;
RNCP1208;;N1302;Direction de site logistique;;
RNCP1208;;N1301;Conception et organisation de la chaîne logistique;;
RNCP4800;;N1303;Intervention technique d''exploitation logistique;;
RNCP1583;;D1402;Relation commerciale grands comptes et entreprises;;
RNCP5399;;D1406;Management en force de vente;;
RNCP5399;;D1407;Relation technico-commerciale;;
RNCP5399;;D1402;Relation commerciale grands comptes et entreprises;;
RNCP1555;;H1502;Management et ingénierie qualité industrielle;;
RNCP1643;;K1801;Conseil en emploi et insertion socioprofessionnelle;;
RNCP5505;;I1401;Maintenance informatique et bureautique;;
RNCP1541;;F1202;Direction de chantier du BTP;;
RNCP1539;;F1202;Direction de chantier du BTP;;
RNCP1636;;D1406;Management en force de vente;;
RNCP1636;;H1102;Management et ingénierie d''affaires;;
RNCP1289;;N1301;Conception et organisation de la chaîne logistique;;
RNCP1289;;N1302;Direction de site logistique;;
RNCP4230;;N1303;Intervention technique d''exploitation logistique;;
RNCP4630;;H2903;Conduite d''équipement d''usinage;;
RNCP4630;;H2901;Ajustement et montage de fabrication;;
RNCP1522;;C1102;Conseil clientèle en assurances;;
RNCP1281;;K2306;Supervision d''exploitation éco-industrielle;;
RNCP1281;;H1502;Management et ingénierie qualité industrielle;;
RNCP1281;;H1302;Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels;;
RNCP270;;K1704;Management de la sécurité publique;;
RNCP4973;;K1706;Sécurité publique;;
RNCP4627;;K1207;Intervention socioéducative;;
RNCP4627;;K1104;Psychologie;;
RNCP1211;;K2110;Formation en conduite de véhicules;;
RNCP6103;;K2110;Formation en conduite de véhicules;;
RNCP457;;M1808;Information géographique;;
RNCP4967;;F1107;Mesures topographiques;;
RNCP4901;;F1107;Mesures topographiques;;
RNCP1480;;F1612;Taille et décoration de pierres;;
RNCP1521;;F1107;Mesures topographiques;;
RNCP1596;;H2301;Conduite d''équipement de production chimique ou pharmaceutique;;
RNCP1606;;M1302;Direction de petite ou moyenne entreprise;;
RNCP1443;;N1202;Gestion des opérations de circulation internationale des marchandises;;
RNCP1443;;N1201;Affrètement transport;;
RNCP1618;;B1302;Décoration d''objets d''art et artisanaux;;
RNCP2055;;N1301;Conception et organisation de la chaîne logistique;;
RNCP2055;;N1302;Direction de site logistique;;
RNCP2973;;K1702;Direction de la sécurité civile et des secours;;
RNCP2980;;K1706;Sécurité publique;;
RNCP1953;;I1402;Réparation de biens électrodomestiques et multimédia;;
RNCP4065;;H1402;Management et ingénierie méthodes et industrialisation;;
RNCP4065;;H1206;Management et ingénierie études, recherche et développement industriel;;
RNCP4065;;H2502;Management et ingénierie de production;;
RNCP1527;;C1110;Souscription d''assurances;;
RNCP2216;;N1303;Intervention technique d''exploitation logistique;;
